-0.16614,0.028259,0.71359
-0.16724,0.031128,0.71428
-0.16895,0.036041,0.71688
-0.17078,0.041046,0.71832
-0.17291,0.047577,0.72049
-0.17206,0.045013,0.7191
-0.17358,0.050781,0.72045
-0.17328,0.050751,0.71942
-0.17517,0.055359,0.72042
-0.17712,0.061768,0.72537
-0.17731,0.059906,0.72275
-0.17889,0.064514,0.72611
-0.18024,0.06958,0.72634
-0.18109,0.072205,0.72632
-0.16229,0.028503,0.71309
-0.16412,0.032532,0.7137
-0.16785,0.037201,0.71646
-0.16547,0.036987,0.71434
-0.1673,0.041687,0.71705
-0.17084,0.047333,0.72038
-0.16852,0.047089,0.71882
-0.17139,0.05304,0.72028
-0.17065,0.051575,0.71927
-0.17194,0.056519,0.72022
-0.17578,0.062225,0.72529
-0.17371,0.060913,0.7226
-0.17511,0.066467,0.72529
-0.17389,0.064148,0.72314
-0.17682,0.07074,0.72597
-0.1795,0.075531,0.73067
-0.17792,0.07428,0.72697
-0.17908,0.079926,0.73105
-0.17932,0.084045,0.73296
-0.15588,0.02713,0.71258
-0.15802,0.029633,0.71329
-0.15955,0.034149,0.71341
-0.16132,0.038666,0.71409
-0.16278,0.043396,0.71638
-0.16437,0.048798,0.71801
-0.16754,0.054413,0.72005
-0.16614,0.053192,0.719
-0.16772,0.058441,0.71996
-0.16577,0.056396,0.7189
-0.16882,0.062958,0.72232
-0.17059,0.068329,0.72487
-0.16986,0.06604,0.72288
-0.17212,0.072388,0.7253
-0.17633,0.077301,0.72996
-0.17358,0.077087,0.72728
-0.17566,0.082275,0.73009
-0.17407,0.080872,0.72776
-0.177,0.086578,0.73178
-0.17761,0.093018,0.73367
-0.17694,0.090912,0.73268
-0.17767,0.095245,0.73361
-0.15143,0.02771,0.71033
-0.15308,0.031525,0.71223
-0.15448,0.03595,0.71322
-0.15631,0.040436,0.71378
-0.15771,0.046448,0.71591
-0.15808,0.044312,0.71378
-0.15912,0.051544,0.71968
-0.16003,0.050507,0.71814
-0.15961,0.048065,0.71377
-0.16034,0.056946,0.71961
-0.1615,0.05481,0.71872
-0.1637,0.060333,0.7197
-0.16266,0.057861,0.7187
-0.16443,0.064636,0.72151
-0.16608,0.069672,0.7246
-0.16406,0.067627,0.72254
-0.16754,0.073975,0.72482
-0.16913,0.078644,0.72547
-0.17108,0.084656,0.72951
-0.17072,0.083008,0.72687
-0.17236,0.08847,0.73024
-0.17346,0.093445,0.73132
-0.17578,0.098419,0.73343
-0.17468,0.096771,0.73242
-0.17541,0.10229,0.73533
-0.14429,0.025696,0.70951
-0.14679,0.028564,0.7101
-0.14752,0.025879,0.70767
-0.14844,0.032837,0.7111
-0.14996,0.037567,0.71259
-0.15149,0.042419,0.71268
-0.15546,0.047394,0.71607
-0.15356,0.045074,0.71353
-0.16321,0.07254,0.72438
-0.16272,0.068115,0.72246
-0.16302,0.075684,0.72531
-0.16479,0.080231,0.7252
-0.16663,0.084991,0.72683
-0.16852,0.090576,0.72974
-0.16656,0.089813,0.72715
-0.16931,0.094788,0.73007
-0.172,0.099823,0.73321
-0.17023,0.098816,0.73213
-0.17206,0.10419,0.73427
-0.17328,0.10876,0.7342
-0.17297,0.11185,0.73297
-0.1413,0.026398,0.70933
-0.13934,0.025513,0.70725
-0.1424,0.029968,0.71005
-0.14374,0.034668,0.7121
-0.14557,0.038788,0.71261
-0.14862,0.043365,0.71231
-0.14948,0.048737,0.69678
-0.15155,0.053314,0.69607
-0.15253,0.058014,0.69523
-0.15393,0.063721,0.69808
-0.15491,0.061798,0.69594
-0.15558,0.067566,0.69893
-0.15643,0.071716,0.70002
-0.15997,0.075287,0.72515
-0.16101,0.082306,0.72494
-0.16174,0.086517,0.72489
-0.16309,0.091156,0.72579
-0.16492,0.096832,0.72927
-0.16412,0.095337,0.72689
-0.16583,0.10077,0.73058
-0.16772,0.10553,0.73185
-0.16937,0.11075,0.73164
-0.17145,0.11545,0.73309
-0.16931,0.11453,0.73171
-0.17108,0.12012,0.73527
-0.13287,0.023987,0.70896
-0.13586,0.02713,0.70939
-0.13593,0.025391,0.70708
-0.13806,0.031586,0.71048
-0.13928,0.036255,0.712
-0.14056,0.039246,0.71159
-0.1413,0.04184,0.69895
-0.14227,0.04425,0.69794
-0.14227,0.046021,0.69689
-0.1441,0.050415,0.69858
-0.14648,0.049591,0.69662
-0.1441,0.054932,0.70479
-0.14502,0.054169,0.69851
-0.14703,0.055298,0.69584
-0.14581,0.059174,0.70543
-0.14722,0.060913,0.7003
-0.14807,0.059265,0.69467
-0.1496,0.06427,0.69932
-0.1507,0.061981,0.69394
-0.14728,0.068756,0.72465
-0.15125,0.069427,0.6998
-0.15216,0.073791,0.70008
-0.15436,0.077759,0.69977
-0.15356,0.082306,0.70061
-0.15808,0.089203,0.72372
-0.15826,0.095642,0.72858
-0.15906,0.092834,0.72597
-0.16034,0.098846,0.72922
-0.15973,0.09668,0.72663
-0.16193,0.10272,0.72994
-0.16351,0.10739,0.7298
-0.16473,0.11237,0.73115
-0.16687,0.11786,0.73251
-0.16626,0.11594,0.73152
-0.16797,0.12152,0.73503
-0.16834,0.12445,0.73543
-0.12848,0.024658,0.70871
-0.12927,0.024261,0.70675
-0.13098,0.028259,0.70951
-0.13306,0.033386,0.71087
